date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-09-25,222.19,222.82,219.7,219.75,24554379,53.1958065325837,53.346638514741,52.5996610792954,52.6116318715301,98217516,0.0,1.0
2018-09-26,220.42,223.75,219.76,221.0,23984706,52.7720404874752,53.5692952503065,52.614026029977,52.9109016773977,95938824,0.0,1.0
2018-09-27,224.95,226.44,223.54,223.82,30181227,53.8565942639395,54.2133238725337,53.5190179229208,53.5860543594351,120724908,0.0,1.0
2018-09-28,225.74,225.84,224.02,224.79,22929364,54.0457327812478,54.0696743657172,53.6339375283739,53.8182877287884,91717456,0.0,1.0
2018-10-01,227.26,229.42,226.35,227.95,23600802,54.4096448651828,54.9267830897221,54.1917764465112,54.5748417980218,94403208,0.0,1.0
2018-10-02,229.28,230.0,226.63,227.25,24788170,54.893264871465,55.0656442796447,54.2588128830256,54.4072507067359,99152680,0.0,1.0
2018-10-03,232.07,233.47,229.78,230.05,28654799,55.5612350781615,55.8964172607333,55.012972793812,55.0776150718794,114619196,0.0,1.0
2018-10-04,227.99,232.35,226.73,230.78,32042000,54.5844184318096,55.6282715146759,54.282754467495,55.2523886385061,128168000,0.0,1.0
2018-10-05,224.29,228.41,220.58,227.96,33580463,53.6985798064414,54.6849730865811,52.8103470226262,54.5772359564687,134321852,0.0,1.0
2018-10-08,223.77,224.8,220.2,222.21,29663923,53.5740835672004,53.8206818872354,52.7193690016424,53.2005948494776,118655692,0.0,1.0
2018-10-09,226.87,227.27,222.25,223.64,26891029,54.3162726857521,54.4120390236298,53.2101714832654,53.5429595073902,107564116,0.0,1.0
